model,model_group,finding,dimension,group,n,auroc,ece,sensitivity,specificity,fpr,fnr
CheXzero,overlap,Pneumothorax,Race,Other,1629,0.8182097299579274,0.02824436791904293,0.7169811320754716,0.7444698703279939,0.25553012967200606,0.28301886792452835
CheXzero,overlap,Support Devices,Gender,Female,6659,0.7293067438968319,0.003515941287204057,0.6303844372394627,0.7087912087912088,0.2912087912087912,0.3696155627605373
CheXzero,overlap,Support Devices,Gender,Male,10156,0.7713857405087264,0.0038504040253806043,0.6309402406689781,0.7971428571428572,0.20285714285714285,0.36905975933102186
CheXzero,overlap,Support Devices,Age,<50,4522,0.7188329238140695,0.00568354783561545,0.6144523210610565,0.7046979865771812,0.2953020134228188,0.3855476789389435
CheXzero,overlap,Support Devices,Age,50-70,7299,0.7559872269198225,0.0028213967934608017,0.634087694483734,0.7685589519650655,0.23144104803493448,0.36591230551626597
CheXzero,overlap,Support Devices,Age,70+,4994,0.7956973811312655,0.002552247266941497,0.640495867768595,0.8246753246753247,0.17532467532467533,0.359504132231405
CheXzero,overlap,Support Devices,Race,White,9238,0.7697980118151833,0.0012727504768627303,0.6137938743572546,0.797945205479452,0.20205479452054798,0.38620612564274537
CheXzero,overlap,Support Devices,Race,Black,849,0.7161845543840678,0.006311765834461447,0.6386861313868614,0.7037037037037037,0.2962962962962963,0.36131386861313863
CheXzero,overlap,Support Devices,Race,Asian,1856,0.7513468485301444,0.0063727007866479736,0.6317264573991032,0.75,0.25,0.36827354260089684
CheXzero,overlap,Support Devices,Race,Other,2510,0.7453239321125605,0.003935318829991735,0.6342763427634276,0.7323943661971831,0.2676056338028169,0.3657236572365724
