model,finding,dimension,group,n,auroc,ece,sensitivity,specificity,fpr,fnr
ConvNeXtV2-Base,Pneumonia,Age,<50,1330,0.7349958641711822,0.041372695405327654,0.5230460921843687,0.8182912154031288,0.18170878459687123,0.4769539078156313
ConvNeXtV2-Base,Pneumonia,Age,50-70,2601,0.7410013406969164,0.035711223510655705,0.6019138755980862,0.7712082262210797,0.22879177377892035,0.3980861244019138
ConvNeXtV2-Base,Pneumonia,Age,70+,2052,0.7315432364991835,0.04141243766456556,0.6850220264317181,0.6722027972027972,0.3277972027972028,0.31497797356828194
ConvNeXtV2-Base,Pneumonia,Race,White,3927,0.7438576407234845,0.03637148143308476,0.6440366972477064,0.7382198952879581,0.26178010471204194,0.3559633027522936
ConvNeXtV2-Base,Pneumonia,Race,Black,872,0.7422614220059476,0.02718391606969278,0.5802469135802469,0.7737226277372263,0.22627737226277367,0.41975308641975306
ConvNeXtV2-Base,Pneumonia,Race,Asian,227,0.6480093676814989,0.09340128938804355,0.5904761904761905,0.639344262295082,0.360655737704918,0.4095238095238095
ConvNeXtV2-Base,Pneumonia,Race,Other,541,0.7240853658536585,0.045941054282694634,0.5463414634146342,0.7708333333333334,0.22916666666666663,0.4536585365853658
ConvNeXtV2-Base,Pneumothorax,Gender,Female,3465,0.7124988175064689,0.031403683292228,0.6299212598425197,0.6886925795053004,0.3113074204946996,0.3700787401574803
ConvNeXtV2-Base,Pneumothorax,Gender,Male,4825,0.6824575749984113,0.04037051389935712,0.6197183098591549,0.6465674758548682,0.3534325241451318,0.3802816901408451
ConvNeXtV2-Base,Pneumothorax,Age,<50,1761,0.7126365697794269,0.057321201678546145,0.6666666666666666,0.6681818181818182,0.3318181818181818,0.33333333333333337
ConvNeXtV2-Base,Pneumothorax,Age,50-70,3471,0.6785758852143912,0.04384087453132437,0.5641421947449768,0.6908640226628895,0.3091359773371105,0.43585780525502316
ConvNeXtV2-Base,Pneumothorax,Age,70+,3058,0.7031813979174516,0.04318810878256637,0.6598890942698706,0.6328963051251489,0.36710369487485106,0.34011090573012936
ConvNeXtV2-Base,Pneumothorax,Race,White,5861,0.6876585671369277,0.041045549215725285,0.6122098022355976,0.6583652618135377,0.3416347381864623,0.3877901977644024
ConvNeXtV2-Base,Pneumothorax,Race,Black,895,0.7519130018014443,0.0181134334313493,0.6987951807228916,0.7037037037037037,0.2962962962962963,0.3012048192771084
ConvNeXtV2-Base,Pneumothorax,Race,Asian,289,0.7231090020132298,0.0819670626911939,0.819672131147541,0.4649122807017544,0.5350877192982456,0.180327868852459
ConvNeXtV2-Base,Pneumothorax,Race,Other,653,0.7307594936708861,0.02216486818296619,0.63,0.7179023508137432,0.2820976491862568,0.37
ConvNeXtV2-Base,Support Devices,Gender,Female,4742,0.7336606305468649,0.021147087467038438,0.713906699093522,0.6301369863013698,0.36986301369863017,0.286093300906478
ConvNeXtV2-Base,Support Devices,Gender,Male,6915,0.758838827653813,0.007946806260797896,0.713832678948958,0.7167235494880546,0.2832764505119454,0.28616732105104203
ConvNeXtV2-Base,Support Devices,Age,<50,2244,0.7884310674117564,0.01801782484020161,0.7014218009478673,0.7910447761194029,0.20895522388059706,0.2985781990521327
ConvNeXtV2-Base,Support Devices,Age,50-70,5077,0.7499260673442267,0.013444250096765954,0.7160798847024913,0.6727272727272727,0.32727272727272727,0.2839201152975087
ConvNeXtV2-Base,Support Devices,Age,70+,4336,0.7059613042398094,0.01432724161770033,0.7175682144566778,0.5949367088607594,0.40506329113924056,0.28243178554332216
ConvNeXtV2-Base,Support Devices,Race,White,8281,0.7319071461083295,0.01549756734501118,0.7085484074027446,0.6568047337278107,0.3431952662721893,0.2914515925972554
ConvNeXtV2-Base,Support Devices,Race,Black,1188,0.731391915283576,0.019850657478069106,0.686779059449867,0.7213114754098361,0.2786885245901639,0.31322094055013305
ConvNeXtV2-Base,Support Devices,Race,Asian,359,0.8419504643962847,0.016328361905759065,0.6617647058823529,0.8421052631578947,0.1578947368421053,0.3382352941176471
ConvNeXtV2-Base,Support Devices,Race,Other,878,0.7678216123499142,0.02113494778591922,0.7284848484848485,0.7169811320754716,0.28301886792452835,0.2715151515151515
