attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop
stroke,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738528,-0.000138
stroke,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695092,0.000243
stroke,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.743289,0.004041
diabetes,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.648794,0.001033
diabetes,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.800656,0.016036
diabetes,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.867392,-0.001069
diabetes,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.873878,0.003437
diabetes,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.740592,0.000852
diabetes,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.693304,-0.001375
diabetes,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.867637,0.000568
diabetes,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738978,-0.000588
diabetes,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.689082,0.006253
diabetes,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.746852,0.000478
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.649764,0.000063
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.798036,0.018656
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.867543,-0.001220
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.873742,0.003573
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.737464,0.003981
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.690226,0.001703
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.866550,0.001655
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738918,-0.000528
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.693127,0.002207
hyperlipidemia,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.745901,0.001429
obesity,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.649719,0.000109
obesity,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.804353,0.012339
obesity,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866172,0.000151
obesity,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.876536,0.000779
obesity,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.737255,0.004190
obesity,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.692646,-0.000716
obesity,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.868433,-0.000228
obesity,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.737720,0.000670
obesity,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.688432,0.006903
obesity,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.747926,-0.000595
hypothyroidism,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650143,-0.000316
hypothyroidism,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.814571,0.002120
hypothyroidism,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.865611,0.000711
hypothyroidism,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.874083,0.003232
hypothyroidism,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.740615,0.000830
hypothyroidism,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.692912,-0.000982
hypothyroidism,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.866953,0.001252
hypothyroidism,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.737434,0.000956
hypothyroidism,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.694835,0.000499
hypothyroidism,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.746485,0.000845
ckd,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.648231,0.001596
ckd,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.784869,0.031823
ckd,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866006,0.000316
ckd,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.865981,0.011334
ckd,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.734533,0.006912
ckd,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.689782,0.002147
ckd,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.862428,0.005777
ckd,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.737546,0.000844
ckd,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.692725,0.002610
ckd,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.747537,-0.000207
aki,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.644523,0.005304
aki,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.794685,0.022007
aki,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.856630,0.009693
aki,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.859964,0.017351
aki,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.728615,0.012829
aki,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.686978,0.004952
aki,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.855781,0.012424
aki,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.732866,0.005523
aki,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.693854,0.001480
aki,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.738841,0.008489
copd,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.647699,0.002128
copd,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.812508,0.004184
copd,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.860531,0.005792
copd,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.870200,0.007115
copd,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.734637,0.006807
copd,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.680950,0.010979
copd,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.865547,0.002658
copd,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.735912,0.002478
copd,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695700,-0.000366
copd,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.746548,0.000782
asthma,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650465,-0.000637
asthma,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.816496,0.000196
asthma,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866008,0.000314
asthma,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.877428,-0.000113
asthma,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.741345,0.000099
asthma,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.693060,-0.001130
asthma,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.867935,0.000270
asthma,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738449,-0.000060
asthma,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.694858,0.000477
asthma,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.747342,-0.000012
respiratory_failure,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650281,-0.000454
respiratory_failure,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.809665,0.007027
respiratory_failure,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.860942,0.005381
respiratory_failure,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.870619,0.006696
respiratory_failure,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.736006,0.005438
respiratory_failure,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.687178,0.004752
respiratory_failure,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.865429,0.002776
respiratory_failure,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.736681,0.001708
respiratory_failure,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695310,0.000025
respiratory_failure,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.744563,0.002767
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650851,-0.001024
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.816529,0.000163
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.865944,0.000379
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.875721,0.001594
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.740175,0.001270
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.688367,0.003563
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.868995,-0.000790
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.735925,0.002465
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695270,0.000064
pulmonary_fibrosis,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.746370,0.000960
liver_disease,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.649877,-0.000049
liver_disease,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.816517,0.000175
liver_disease,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.865870,0.000453
liver_disease,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.875971,0.001344
liver_disease,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.741938,-0.000494
liver_disease,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.691676,0.000254
liver_disease,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.867539,0.000666
liver_disease,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.737814,0.000576
liver_disease,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.697347,-0.002012
liver_disease,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.744633,0.002697
anemia,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.637349,0.012478
anemia,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.802926,0.013766
anemia,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.856301,0.010021
anemia,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.869213,0.008103
anemia,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.724757,0.016687
anemia,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.684126,0.007803
anemia,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.856653,0.011552
anemia,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.730655,0.007735
anemia,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695584,-0.000249
anemia,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.743108,0.004223
smoking_history,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650896,-0.001069
smoking_history,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.815323,0.001369
smoking_history,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866432,-0.000109
smoking_history,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.877390,-0.000074
smoking_history,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.742484,-0.001040
smoking_history,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.692046,-0.000117
smoking_history,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.868025,0.000179
smoking_history,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738426,-0.000037
smoking_history,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.695169,0.000165
smoking_history,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.747308,0.000022
cancer_history,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.649872,-0.000045
cancer_history,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.817449,-0.000757
cancer_history,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.863948,0.002375
cancer_history,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.877025,0.000291
cancer_history,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.738819,0.002626
cancer_history,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.688327,0.003602
cancer_history,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.865163,0.003042
cancer_history,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738222,0.000167
cancer_history,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.693630,0.001704
cancer_history,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.747097,0.000233
depression,comorbidity,ConvNeXtV2-Base,Atelectasis,0.649827,0.650710,-0.000882
depression,comorbidity,ConvNeXtV2-Base,Cardiomegaly,0.816692,0.816781,-0.000089
depression,comorbidity,ConvNeXtV2-Base,Consolidation,0.866323,0.866191,0.000132
depression,comorbidity,ConvNeXtV2-Base,Edema,0.877315,0.876961,0.000355
depression,comorbidity,ConvNeXtV2-Base,Enlarged Cardiomediastinum,0.741445,0.741158,0.000287
depression,comorbidity,ConvNeXtV2-Base,Lung Opacity,0.691929,0.692310,-0.000381
depression,comorbidity,ConvNeXtV2-Base,Pleural Effusion,0.868205,0.868225,-0.000020
depression,comorbidity,ConvNeXtV2-Base,Pneumonia,0.738390,0.738378,0.000012
depression,comorbidity,ConvNeXtV2-Base,Pneumothorax,0.695334,0.693990,0.001344
depression,comorbidity,ConvNeXtV2-Base,Support Devices,0.747330,0.746914,0.000416
